Date,Province,Industry,Work Type,Gender,Age Group,Avg Hourly Wage,Median Hourly Wage,Avg Weekly Wage,Median Weekly Wage
2024-07,Nova Scotia,Information Technology,Part-time,Female,45-54,32.68,32.89,1080.35,1302.96
2024-07,Nova Scotia,Information Technology,Part-time,Female,55-64,47.28,48.27,1603.59,1801.22
2024-07,Nova Scotia,Information Technology,Part-time,Female,65+,41.98,43.31,1460.37,1380.13
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,15-24,34.44,33.72,1139.0,1253.7
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,25-34,42.01,41.76,1341.76,1326.55
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,35-44,29.34,29.02,888.46,1135.31
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,45-54,41.53,42.82,1479.01,1327.41
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,55-64,34.35,33.31,1079.02,1075.23
2024-07,Nova Scotia,Information Technology,Part-time,Non-binary,65+,16.99,17.08,537.87,643.79
2024-07,Nova Scotia,Finance,Full-time,Male,15-24,26.06,26.27,899.4,1039.23
2024-07,Nova Scotia,Finance,Full-time,Male,25-34,37.18,38.04,1295.06,1294.37
2024-07,Nova Scotia,Finance,Full-time,Male,35-44,22.14,22.74,834.42,903.22
2024-07,Nova Scotia,Finance,Full-time,Male,45-54,23.08,23.59,807.71,859.23
2024-07,Nova Scotia,Finance,Full-time,Male,55-64,35.47,33.71,1251.57,1022.89
2024-07,Nova Scotia,Finance,Full-time,Male,65+,28.38,27.32,1111.47,990.83
2024-07,Nova Scotia,Finance,Full-time,Female,15-24,48.62,49.96,1497.34,1954.14
2024-07,Nova Scotia,Finance,Full-time,Female,25-34,32.68,33.56,1157.63,1323.0
2024-07,Nova Scotia,Finance,Full-time,Female,35-44,22.5,21.91,801.94,821.3
2024-07,Nova Scotia,Finance,Full-time,Female,45-54,46.53,44.57,1397.37,1501.61
2024-07,Nova Scotia,Finance,Full-time,Female,55-64,26.99,28.0,1010.04,1113.35
2024-07,Nova Scotia,Finance,Full-time,Female,65+,27.95,27.14,1102.64,835.18
2024-07,Nova Scotia,Finance,Full-time,Non-binary,15-24,17.05,17.57,672.33,676.1
2024-07,Nova Scotia,Finance,Full-time,Non-binary,25-34,23.78,24.85,736.44,899.93
2024-07,Nova Scotia,Finance,Full-time,Non-binary,35-44,25.21,24.42,843.34,886.06
2024-07,Nova Scotia,Finance,Full-time,Non-binary,45-54,42.21,41.64,1445.45,1450.95
2024-07,Nova Scotia,Finance,Full-time,Non-binary,55-64,16.41,16.78,614.59,587.94
2024-07,Nova Scotia,Finance,Full-time,Non-binary,65+,36.97,35.17,1120.09,1355.04
2024-07,Nova Scotia,Finance,Part-time,Male,15-24,37.8,38.04,1157.62,1184.25
2024-07,Nova Scotia,Finance,Part-time,Male,25-34,15.67,15.46,586.9,517.45
2024-07,Nova Scotia,Finance,Part-time,Male,35-44,26.21,25.59,966.13,988.18
2024-07,Nova Scotia,Finance,Part-time,Male,45-54,31.2,32.51,1216.08,1031.54
2024-07,Nova Scotia,Finance,Part-time,Male,55-64,34.48,33.78,1210.65,1349.91
2024-07,Nova Scotia,Finance,Part-time,Male,65+,49.24,48.07,1846.19,1459.26
2024-07,Nova Scotia,Finance,Part-time,Female,15-24,16.87,17.57,516.11,628.59
2024-07,Nova Scotia,Finance,Part-time,Female,25-34,21.34,21.91,691.77,739.1
2024-07,Nova Scotia,Finance,Part-time,Female,35-44,40.16,39.43,1489.67,1355.76
2024-07,Nova Scotia,Finance,Part-time,Female,45-54,16.32,16.54,522.24,618.41
2024-07,Nova Scotia,Finance,Part-time,Female,55-64,25.16,25.77,794.89,841.66
2024-07,Nova Scotia,Finance,Part-time,Female,65+,49.41,51.49,1574.99,1818.29
2024-07,Nova Scotia,Finance,Part-time,Non-binary,15-24,43.38,42.98,1671.07,1547.65
2024-07,Nova Scotia,Finance,Part-time,Non-binary,25-34,26.85,25.57,824.98,939.88
2024-07,Nova Scotia,Finance,Part-time,Non-binary,35-44,31.53,31.36,1081.53,1153.78
2024-07,Nova Scotia,Finance,Part-time,Non-binary,45-54,22.49,23.23,869.68,722.59
2024-07,Nova Scotia,Finance,Part-time,Non-binary,55-64,25.08,24.11,906.93,792.28
2024-07,Nova Scotia,Finance,Part-time,Non-binary,65+,18.08,17.21,715.62,585.36
2024-07,Nova Scotia,Healthcare,Full-time,Male,15-24,34.91,36.07,1162.02,1189.81
2024-07,Nova Scotia,Healthcare,Full-time,Male,25-34,37.0,36.92,1129.42,1180.78
2024-07,Nova Scotia,Healthcare,Full-time,Male,35-44,38.48,37.68,1419.57,1293.19
2024-07,Nova Scotia,Healthcare,Full-time,Male,45-54,48.79,49.24,1587.87,1903.99
2024-07,Nova Scotia,Healthcare,Full-time,Male,55-64,32.24,31.78,1143.28,1010.49
2024-07,Nova Scotia,Healthcare,Full-time,Male,65+,43.65,43.25,1453.03,1418.87
2024-07,Nova Scotia,Healthcare,Full-time,Female,15-24,21.45,20.8,823.89,719.55
2024-07,Nova Scotia,Healthcare,Full-time,Female,25-34,15.6,14.87,511.52,484.99
2024-07,Nova Scotia,Healthcare,Full-time,Female,35-44,43.43,42.37,1439.83,1685.06
2024-07,Nova Scotia,Healthcare,Full-time,Female,45-54,33.14,32.17,1231.4,1009.23
2024-07,Nova Scotia,Healthcare,Full-time,Female,55-64,22.49,22.36,742.12,846.76
2024-07,Nova Scotia,Healthcare,Full-time,Female,65+,34.46,33.59,1356.87,1084.97
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,15-24,22.97,23.25,859.53,819.56
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,25-34,19.91,19.12,719.63,728.35
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,35-44,33.02,34.14,1084.37,1094.77
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,45-54,16.04,15.66,613.74,624.1
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,55-64,15.51,15.24,553.73,527.86
2024-07,Nova Scotia,Healthcare,Full-time,Non-binary,65+,45.98,45.42,1832.91,1572.8
2024-07,Nova Scotia,Healthcare,Part-time,Male,15-24,26.13,26.73,1037.36,831.05
2024-07,Nova Scotia,Healthcare,Part-time,Male,25-34,32.41,33.45,1187.13,1174.17
2024-07,Nova Scotia,Healthcare,Part-time,Male,35-44,22.25,22.68,830.05,902.19
2024-07,Nova Scotia,Healthcare,Part-time,Male,45-54,32.89,34.36,1185.1,1070.83
2024-07,Nova Scotia,Healthcare,Part-time,Male,55-64,41.93,42.05,1262.76,1438.38
2024-07,Nova Scotia,Healthcare,Part-time,Male,65+,25.3,26.36,789.1,966.71
2024-07,Nova Scotia,Healthcare,Part-time,Female,15-24,16.92,16.79,556.12,610.41
2024-07,Nova Scotia,Healthcare,Part-time,Female,25-34,24.04,23.27,877.47,774.31
2024-07,Nova Scotia,Healthcare,Part-time,Female,35-44,36.13,35.68,1177.69,1109.42
2024-07,Nova Scotia,Healthcare,Part-time,Female,45-54,33.4,33.89,1156.2,1188.54
2024-07,Nova Scotia,Healthcare,Part-time,Female,55-64,20.38,19.69,804.73,756.97
2024-07,Nova Scotia,Healthcare,Part-time,Female,65+,47.46,47.76,1863.68,1542.08
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,15-24,39.8,37.88,1419.42,1263.25
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,25-34,46.77,44.55,1690.98,1706.02
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,35-44,47.13,47.21,1776.14,1644.57
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,45-54,40.67,41.83,1412.81,1463.87
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,55-64,44.88,42.67,1654.16,1398.48
2024-07,Nova Scotia,Healthcare,Part-time,Non-binary,65+,15.67,16.41,474.94,578.29
2024-07,Nova Scotia,Education,Full-time,Male,15-24,49.31,48.62,1640.19,1829.82
2024-07,Nova Scotia,Education,Full-time,Male,25-34,46.42,47.35,1771.43,1779.53
2024-07,Nova Scotia,Education,Full-time,Male,35-44,23.78,22.81,914.91,777.09
2024-07,Nova Scotia,Education,Full-time,Male,45-54,24.37,24.73,911.86,755.06
2024-07,Nova Scotia,Education,Full-time,Male,55-64,34.37,35.78,1286.34,1185.76
2024-07,Nova Scotia,Education,Full-time,Male,65+,32.02,32.77,1276.04,1046.71
2024-07,Nova Scotia,Education,Full-time,Female,15-24,18.12,18.69,544.28,742.8
2024-07,Nova Scotia,Education,Full-time,Female,25-34,42.31,42.44,1485.84,1385.11
2024-07,Nova Scotia,Education,Full-time,Female,35-44,28.63,27.71,1083.59,1081.23
2024-07,Nova Scotia,Education,Full-time,Female,45-54,16.5,17.17,614.76,662.07
2024-07,Nova Scotia,Education,Full-time,Female,55-64,32.7,32.37,1208.26,1001.7
2024-07,Nova Scotia,Education,Full-time,Female,65+,48.19,48.73,1517.25,1904.92
2024-07,Nova Scotia,Education,Full-time,Non-binary,15-24,31.28,31.28,1173.4,1162.28
2024-07,Nova Scotia,Education,Full-time,Non-binary,25-34,25.08,25.38,865.36,914.76
2024-07,Nova Scotia,Education,Full-time,Non-binary,35-44,28.83,28.54,1022.17,884.88
2024-07,Nova Scotia,Education,Full-time,Non-binary,45-54,23.56,24.31,815.4,952.96
2024-07,Nova Scotia,Education,Full-time,Non-binary,55-64,45.19,46.77,1647.16,1501.4
2024-07,Nova Scotia,Education,Full-time,Non-binary,65+,29.83,30.45,1109.4,934.0
2024-07,Nova Scotia,Education,Part-time,Male,15-24,15.81,16.14,531.06,587.55
2024-07,Nova Scotia,Education,Part-time,Male,25-34,30.36,29.11,1083.89,999.39
2024-07,Nova Scotia,Education,Part-time,Male,35-44,16.25,16.9,581.98,603.59
2024-07,Nova Scotia,Education,Part-time,Male,45-54,44.24,43.36,1608.87,1323.14
2024-07,Nova Scotia,Education,Part-time,Male,55-64,48.26,45.89,1503.15,1551.12
2024-07,Nova Scotia,Education,Part-time,Male,65+,41.79,43.46,1408.55,1332.22
2024-07,Nova Scotia,Education,Part-time,Female,15-24,38.09,37.29,1270.05,1225.9
2024-07,Nova Scotia,Education,Part-time,Female,25-34,22.13,21.2,813.04,813.74
2024-07,Nova Scotia,Education,Part-time,Female,35-44,16.68,16.53,609.31,556.73
2024-07,Nova Scotia,Education,Part-time,Female,45-54,23.74,23.56,864.58,829.78
2024-07,Nova Scotia,Education,Part-time,Female,55-64,26.87,26.13,945.49,1031.16
2024-07,Nova Scotia,Education,Part-time,Female,65+,26.32,27.19,807.98,938.76
2024-07,Nova Scotia,Education,Part-time,Non-binary,15-24,16.16,16.65,574.22,664.81
2024-07,Nova Scotia,Education,Part-time,Non-binary,25-34,29.1,27.67,975.61,1073.32
2024-07,Nova Scotia,Education,Part-time,Non-binary,35-44,23.19,23.41,855.76,804.75
2024-07,Nova Scotia,Education,Part-time,Non-binary,45-54,46.11,46.93,1495.55,1472.36
2024-07,Nova Scotia,Education,Part-time,Non-binary,55-64,24.47,24.44,749.8,822.17
2024-07,Nova Scotia,Education,Part-time,Non-binary,65+,39.24,40.45,1491.92,1598.95
2024-07,Nova Scotia,Public Administration,Full-time,Male,15-24,18.58,19.11,693.87,685.35
2024-07,Nova Scotia,Public Administration,Full-time,Male,25-34,46.84,47.19,1623.9,1487.8
2024-07,Nova Scotia,Public Administration,Full-time,Male,35-44,36.75,35.83,1365.22,1075.61
2024-07,Nova Scotia,Public Administration,Full-time,Male,45-54,37.63,37.72,1173.8,1458.04
2024-07,Nova Scotia,Public Administration,Full-time,Male,55-64,35.7,34.56,1141.79,1172.06
2024-07,Nova Scotia,Public Administration,Full-time,Male,65+,29.92,30.98,1018.26,1174.97
2024-07,Nova Scotia,Public Administration,Full-time,Female,15-24,25.1,23.93,887.87,945.89
2024-07,Nova Scotia,Public Administration,Full-time,Female,25-34,39.3,37.49,1547.14,1156.48
2024-07,Nova Scotia,Public Administration,Full-time,Female,35-44,43.89,45.14,1631.2,1752.06
2024-07,Nova Scotia,Public Administration,Full-time,Female,45-54,41.27,41.2,1640.79,1638.36
2024-07,Nova Scotia,Public Administration,Full-time,Female,55-64,45.08,45.76,1496.58,1722.52
2024-07,Nova Scotia,Public Administration,Full-time,Female,65+,18.04,18.38,583.04,584.44
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,15-24,47.83,48.43,1910.88,1709.34
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,25-34,30.37,29.91,1058.61,917.7
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,35-44,43.91,44.82,1570.69,1761.96
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,45-54,37.15,37.9,1358.66,1458.72
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,55-64,25.27,26.03,861.06,970.78
2024-07,Nova Scotia,Public Administration,Full-time,Non-binary,65+,29.95,29.08,1025.19,1156.83
2024-07,Nova Scotia,Public Administration,Part-time,Male,15-24,36.64,36.02,1429.66,1317.38
2024-07,Nova Scotia,Public Administration,Part-time,Male,25-34,40.82,39.12,1265.65,1188.21
2024-07,Nova Scotia,Public Administration,Part-time,Male,35-44,36.14,36.54,1191.58,1199.32
2024-07,Nova Scotia,Public Administration,Part-time,Male,45-54,41.3,39.82,1550.23,1468.46
2024-07,Nova Scotia,Public Administration,Part-time,Male,55-64,21.11,21.72,653.55,737.28
2024-07,Nova Scotia,Public Administration,Part-time,Male,65+,23.6,24.31,741.62,837.32
2024-07,Nova Scotia,Public Administration,Part-time,Female,15-24,22.52,22.7,843.91,785.77
2024-07,Nova Scotia,Public Administration,Part-time,Female,25-34,23.7,23.63,926.84,761.84
2024-07,Nova Scotia,Public Administration,Part-time,Female,35-44,22.97,23.23,905.54,751.45
2024-07,Nova Scotia,Public Administration,Part-time,Female,45-54,27.22,28.23,987.14,1109.92
2024-07,Nova Scotia,Public Administration,Part-time,Female,55-64,34.66,33.31,1147.82,1089.09
2024-07,Nova Scotia,Public Administration,Part-time,Female,65+,48.39,46.82,1547.29,1532.23
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,15-24,37.74,36.05,1309.88,1185.71
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,25-34,43.8,44.78,1587.34,1684.47
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,35-44,47.08,47.51,1499.16,1450.85
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,45-54,18.35,17.92,648.19,612.87
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,55-64,23.96,23.46,837.97,735.98
2024-07,Nova Scotia,Public Administration,Part-time,Non-binary,65+,32.68,33.24,1205.48,1157.06
2024-07,New Brunswick,Agriculture,Full-time,Male,15-24,40.28,41.95,1435.39,1667.58
2024-07,New Brunswick,Agriculture,Full-time,Male,25-34,22.86,23.71,723.93,872.89
2024-07,New Brunswick,Agriculture,Full-time,Male,35-44,22.11,22.23,752.75,836.84
2024-07,New Brunswick,Agriculture,Full-time,Male,45-54,40.66,41.75,1426.04,1476.1
2024-07,New Brunswick,Agriculture,Full-time,Male,55-64,15.16,15.16,553.19,578.45
2024-07,New Brunswick,Agriculture,Full-time,Male,65+,15.24,14.78,555.91,523.54
2024-07,New Brunswick,Agriculture,Full-time,Female,15-24,32.32,30.82,998.12,971.9
2024-07,New Brunswick,Agriculture,Full-time,Female,25-34,30.88,31.74,953.62,1056.69
2024-07,New Brunswick,Agriculture,Full-time,Female,35-44,17.98,18.16,545.1,640.56
2024-07,New Brunswick,Agriculture,Full-time,Female,45-54,29.5,28.83,1003.04,931.57
2024-07,New Brunswick,Agriculture,Full-time,Female,55-64,47.11,48.29,1760.03,1449.88
2024-07,New Brunswick,Agriculture,Full-time,Female,65+,49.34,50.91,1589.0,1866.73
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,15-24,46.69,45.3,1832.91,1734.25
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,25-34,39.77,41.18,1430.94,1262.37
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,35-44,17.22,16.42,566.95,507.26
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,45-54,44.32,43.74,1435.15,1471.41
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,55-64,41.69,40.12,1624.06,1426.12
2024-07,New Brunswick,Agriculture,Full-time,Non-binary,65+,49.07,49.71,1758.37,1818.65
2024-07,New Brunswick,Agriculture,Part-time,Male,15-24,49.34,49.35,1750.78,1869.75
2024-07,New Brunswick,Agriculture,Part-time,Male,25-34,27.59,28.43,1066.62,920.15
2024-07,New Brunswick,Agriculture,Part-time,Male,35-44,22.7,23.12,758.16,736.09
2024-07,New Brunswick,Agriculture,Part-time,Male,45-54,34.62,34.65,1276.5,1139.49
2024-07,New Brunswick,Agriculture,Part-time,Male,55-64,36.85,36.53,1232.0,1376.74
2024-07,New Brunswick,Agriculture,Part-time,Male,65+,29.82,31.31,934.37,941.29
2024-07,New Brunswick,Agriculture,Part-time,Female,15-24,27.28,27.22,993.42,982.8
2024-07,New Brunswick,Agriculture,Part-time,Female,25-34,45.85,48.06,1640.93,1662.42
2024-07,New Brunswick,Agriculture,Part-time,Female,35-44,37.49,37.14,1330.39,1169.21
2024-07,New Brunswick,Agriculture,Part-time,Female,45-54,21.15,21.15,769.37,708.57
2024-07,New Brunswick,Agriculture,Part-time,Female,55-64,34.58,33.78,1310.95,1163.31
2024-07,New Brunswick,Agriculture,Part-time,Female,65+,15.98,16.77,549.71,585.98
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,15-24,20.71,20.34,688.94,775.21
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,25-34,45.53,47.58,1640.59,1450.46
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,35-44,49.7,51.38,1820.16,1738.1
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,45-54,19.63,19.72,649.29,625.11
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,55-64,45.95,43.96,1718.16,1633.52
2024-07,New Brunswick,Agriculture,Part-time,Non-binary,65+,32.28,33.11,1141.81,1139.84
2024-07,New Brunswick,Construction,Full-time,Male,15-24,39.5,39.07,1271.49,1498.62
2024-07,New Brunswick,Construction,Full-time,Male,25-34,30.04,28.62,1010.76,1054.11
2024-07,New Brunswick,Construction,Full-time,Male,35-44,44.78,42.79,1774.16,1287.59
2024-07,New Brunswick,Construction,Full-time,Male,45-54,45.64,47.04,1563.25,1551.37
2024-07,New Brunswick,Construction,Full-time,Male,55-64,23.66,23.02,799.66,827.44
2024-07,New Brunswick,Construction,Full-time,Male,65+,39.02,37.08,1218.91,1469.3
2024-07,New Brunswick,Construction,Full-time,Female,15-24,49.75,50.69,1730.56,1801.43
2024-07,New Brunswick,Construction,Full-time,Female,25-34,40.2,42.06,1489.48,1495.82
2024-07,New Brunswick,Construction,Full-time,Female,35-44,34.11,32.72,1054.21,984.77
2024-07,New Brunswick,Construction,Full-time,Female,45-54,17.05,17.49,581.97,614.73
2024-07,New Brunswick,Construction,Full-time,Female,55-64,40.94,41.02,1421.08,1640.28
2024-07,New Brunswick,Construction,Full-time,Female,65+,18.09,17.65,547.64,638.16
2024-07,New Brunswick,Construction,Full-time,Non-binary,15-24,28.94,27.94,1072.52,997.29
2024-07,New Brunswick,Construction,Full-time,Non-binary,25-34,27.69,26.42,1032.57,805.2
2024-07,New Brunswick,Construction,Full-time,Non-binary,35-44,40.82,41.7,1354.06,1428.87
2024-07,New Brunswick,Construction,Full-time,Non-binary,45-54,37.63,35.81,1359.25,1075.87
2024-07,New Brunswick,Construction,Full-time,Non-binary,55-64,17.39,17.28,597.81,668.71
2024-07,New Brunswick,Construction,Full-time,Non-binary,65+,38.87,38.63,1495.82,1482.38
2024-07,New Brunswick,Construction,Part-time,Male,15-24,29.36,29.62,1075.6,963.74
2024-07,New Brunswick,Construction,Part-time,Male,25-34,34.85,34.35,1171.64,1128.59
2024-07,New Brunswick,Construction,Part-time,Male,35-44,20.35,20.58,766.86,672.54
2024-07,New Brunswick,Construction,Part-time,Male,45-54,22.67,23.39,852.49,860.72
2024-07,New Brunswick,Construction,Part-time,Male,55-64,43.23,42.2,1661.12,1340.63
2024-07,New Brunswick,Construction,Part-time,Male,65+,45.99,46.55,1756.74,1710.6
2024-07,New Brunswick,Construction,Part-time,Female,15-24,49.2,49.54,1549.75,1962.48
2024-07,New Brunswick,Construction,Part-time,Female,25-34,19.24,19.95,715.84,750.74
2024-07,New Brunswick,Construction,Part-time,Female,35-44,18.6,18.26,720.05,659.56
2024-07,New Brunswick,Construction,Part-time,Female,45-54,45.93,44.22,1619.78,1385.6
2024-07,New Brunswick,Construction,Part-time,Female,55-64,35.11,36.08,1140.47,1324.34
2024-07,New Brunswick,Construction,Part-time,Female,65+,37.7,36.52,1449.19,1247.31
2024-07,New Brunswick,Construction,Part-time,Non-binary,15-24,48.09,50.07,1846.86,1666.79
2024-07,New Brunswick,Construction,Part-time,Non-binary,25-34,39.34,40.81,1553.17,1230.5
2024-07,New Brunswick,Construction,Part-time,Non-binary,35-44,33.96,34.5,1121.26,1194.43
2024-07,New Brunswick,Construction,Part-time,Non-binary,45-54,47.12,44.79,1619.26,1659.63
2024-07,New Brunswick,Construction,Part-time,Non-binary,55-64,21.14,20.87,769.3,634.76
2024-07,New Brunswick,Construction,Part-time,Non-binary,65+,27.05,26.48,1054.02,828.99
2024-07,New Brunswick,Manufacturing,Full-time,Male,15-24,40.26,40.54,1498.74,1437.06
2024-07,New Brunswick,Manufacturing,Full-time,Male,25-34,15.26,15.79,533.93,538.31
2024-07,New Brunswick,Manufacturing,Full-time,Male,35-44,21.99,22.73,666.37,737.18
2024-07,New Brunswick,Manufacturing,Full-time,Male,45-54,30.33,31.58,963.7,1077.0
2024-07,New Brunswick,Manufacturing,Full-time,Male,55-64,36.93,37.8,1288.26,1397.39
2024-07,New Brunswick,Manufacturing,Full-time,Male,65+,38.47,36.88,1465.15,1132.6
2024-07,New Brunswick,Manufacturing,Full-time,Female,15-24,41.77,41.18,1305.54,1546.09
2024-07,New Brunswick,Manufacturing,Full-time,Female,25-34,17.04,16.29,530.31,592.77
2024-07,New Brunswick,Manufacturing,Full-time,Female,35-44,29.53,29.71,1080.87,1181.72
2024-07,New Brunswick,Manufacturing,Full-time,Female,45-54,43.21,41.32,1479.55,1626.69
2024-07,New Brunswick,Manufacturing,Full-time,Female,55-64,30.27,29.14,911.26,1040.56
2024-07,New Brunswick,Manufacturing,Full-time,Female,65+,15.62,15.58,477.12,561.51
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,15-24,26.42,26.25,913.83,951.2
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,25-34,33.67,35.25,1048.6,1169.96
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,35-44,15.82,15.09,530.58,489.51
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,45-54,39.34,38.72,1240.29,1377.51
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,55-64,32.24,32.04,1160.39,1013.6
2024-07,New Brunswick,Manufacturing,Full-time,Non-binary,65+,49.28,46.91,1798.34,1483.6
2024-07,New Brunswick,Manufacturing,Part-time,Male,15-24,47.67,47.27,1624.26,1512.34
2024-07,New Brunswick,Manufacturing,Part-time,Male,25-34,15.06,15.29,528.95,561.66
2024-07,New Brunswick,Manufacturing,Part-time,Male,35-44,26.24,27.11,805.5,828.08
2024-07,New Brunswick,Manufacturing,Part-time,Male,45-54,46.57,44.49,1623.23,1773.2
2024-07,New Brunswick,Manufacturing,Part-time,Male,55-64,16.91,17.0,531.56,520.53
2024-07,New Brunswick,Manufacturing,Part-time,Male,65+,47.12,48.66,1746.31,1870.49
2024-07,New Brunswick,Manufacturing,Part-time,Female,15-24,15.94,16.08,545.05,618.96
2024-07,New Brunswick,Manufacturing,Part-time,Female,25-34,32.95,32.47,1243.61,1127.71
2024-07,New Brunswick,Manufacturing,Part-time,Female,35-44,39.99,40.78,1584.41,1492.97
2024-07,New Brunswick,Manufacturing,Part-time,Female,45-54,25.34,26.43,786.4,1014.95
2024-07,New Brunswick,Manufacturing,Part-time,Female,55-64,47.34,47.79,1842.33,1847.37
2024-07,New Brunswick,Manufacturing,Part-time,Female,65+,30.36,29.78,1082.73,1100.63
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,15-24,30.28,28.92,971.94,1062.14
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,25-34,42.35,40.4,1497.53,1477.73
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,35-44,37.86,37.2,1349.22,1231.96
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,45-54,45.43,44.8,1575.26,1403.83
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,55-64,16.66,16.34,564.31,541.48
2024-07,New Brunswick,Manufacturing,Part-time,Non-binary,65+,40.97,41.11,1463.44,1293.92
2024-07,New Brunswick,Retail Trade,Full-time,Male,15-24,32.83,32.58,1026.56,1227.4
2024-07,New Brunswick,Retail Trade,Full-time,Male,25-34,48.29,50.7,1695.47,2025.2
2024-07,New Brunswick,Retail Trade,Full-time,Male,35-44,49.93,48.98,1873.52,1600.26
2024-07,New Brunswick,Retail Trade,Full-time,Male,45-54,47.62,47.35,1503.53,1748.08
2024-07,New Brunswick,Retail Trade,Full-time,Male,55-64,34.82,35.48,1388.26,1094.63
2024-07,New Brunswick,Retail Trade,Full-time,Male,65+,42.4,41.04,1280.74,1542.45
2024-07,New Brunswick,Retail Trade,Full-time,Female,15-24,16.19,16.63,496.64,604.94
2024-07,New Brunswick,Retail Trade,Full-time,Female,25-34,32.51,31.26,1247.58,1006.73
2024-07,New Brunswick,Retail Trade,Full-time,Female,35-44,41.09,42.86,1419.47,1312.38
2024-07,New Brunswick,Retail Trade,Full-time,Female,45-54,43.06,44.84,1616.29,1516.3
2024-07,New Brunswick,Retail Trade,Full-time,Female,55-64,19.82,20.27,779.65,737.46
2024-07,New Brunswick,Retail Trade,Full-time,Female,65+,24.47,24.53,843.2,833.23
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,15-24,41.81,42.69,1266.59,1666.96
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,25-34,28.56,28.73,955.5,1000.82
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,35-44,32.23,30.87,1142.3,1044.21
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,45-54,15.06,15.59,557.96,491.84
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,55-64,27.36,26.08,830.88,816.0
2024-07,New Brunswick,Retail Trade,Full-time,Non-binary,65+,46.25,46.74,1580.79,1690.72
2024-07,New Brunswick,Retail Trade,Part-time,Male,15-24,32.66,31.36,1265.92,1063.2
2024-07,New Brunswick,Retail Trade,Part-time,Male,25-34,18.64,19.55,583.12,778.52
2024-07,New Brunswick,Retail Trade,Part-time,Male,35-44,15.82,16.16,535.71,515.87
2024-07,New Brunswick,Retail Trade,Part-time,Male,45-54,20.9,21.11,823.11,761.2
2024-07,New Brunswick,Retail Trade,Part-time,Male,55-64,37.83,38.07,1248.86,1165.96
2024-07,New Brunswick,Retail Trade,Part-time,Male,65+,30.32,30.87,1155.48,1068.85
2024-07,New Brunswick,Retail Trade,Part-time,Female,15-24,36.24,35.87,1312.5,1296.24
2024-07,New Brunswick,Retail Trade,Part-time,Female,25-34,39.09,40.95,1259.14,1301.41
2024-07,New Brunswick,Retail Trade,Part-time,Female,35-44,23.05,23.79,840.13,784.16
2024-07,New Brunswick,Retail Trade,Part-time,Female,45-54,32.24,32.51,1255.13,1108.85
2024-07,New Brunswick,Retail Trade,Part-time,Female,55-64,36.68,35.3,1351.15,1270.66
